1,Aguascalientes,1,4462,http://www.youtube.com/watch?v=VQfzUsoSHz0&list=UUS6_191oPuBFmaHVIptpYhg
2,Baja California,2,4463,http://www.youtube.com/watch?v=YAxBjZbKVSc&list=UUS6_191oPuBFmaHVIptpYhg
3,Baja California Sur,3,4464,http://www.youtube.com/watch?v=7j3yy7JG_T0&list=UUS6_191oPuBFmaHVIptpYhg
4,Campeche,4,4465,http://www.youtube.com/watch?v=aPk_iRa8Qgk&list=UUS6_191oPuBFmaHVIptpYhg
5,Chiapas,7,4466,http://www.youtube.com/watch?v=sKCUo-sFl2o&list=UUS6_191oPuBFmaHVIptpYhg
6,Chihuahua,8,4467,http://www.youtube.com/watch?v=vHP1z5ESL7Y&list=UUS6_191oPuBFmaHVIptpYhg
7,Coahuila,5,4468,http://www.youtube.com/watch?v=i7IXUYNgPj8&list=UUS6_191oPuBFmaHVIptpYhg
8,Colima,6,4469,http://www.youtube.com/watch?v=-niRznyZk8E&list=UUS6_191oPuBFmaHVIptpYhg
9,Distrito Federal,9,4470,http://www.youtube.com/watch?v=z7RRqMMY6J0&list=UUS6_191oPuBFmaHVIptpYhg
10,Durango,10,4471,http://www.youtube.com/watch?v=SmzHbil-Ucc&list=UUS6_191oPuBFmaHVIptpYhg
11,Guanajuato,11,4472,http://www.youtube.com/watch?v=off841DwF-w&list=UUS6_191oPuBFmaHVIptpYhg
12,Guerrero,12,4473,http://www.youtube.com/watch?v=gh_iX2Fp-i0&list=UUS6_191oPuBFmaHVIptpYhg
13,Hidalgo,13,4474,http://www.youtube.com/watch?v=-YbcJBrNFhM&list=UUS6_191oPuBFmaHVIptpYhg
14,Jalisco,14,4475,http://www.youtube.com/watch?v=0D5vlW3fsqs&list=UUS6_191oPuBFmaHVIptpYhg
15,México,15,4476,http://www.youtube.com/watch?v=5HiHmFCNTbw&list=UUS6_191oPuBFmaHVIptpYhg
16,Michoacán,16,4477,http://www.youtube.com/watch?v=cuIcPbCK9FU&list=UUS6_191oPuBFmaHVIptpYhg
17,Morelos,17,4478,http://www.youtube.com/watch?v=8z3aqBWMXq8&list=UUS6_191oPuBFmaHVIptpYhg
18,Nayarit,18,4479,http://www.youtube.com/watch?v=36PPWB7hyF0&list=UUS6_191oPuBFmaHVIptpYhg
19,Nuevo León,19,4480,http://www.youtube.com/watch?v=sTXsYzP46VI&list=UUS6_191oPuBFmaHVIptpYhg
20,Oaxaca,20,4481,http://www.youtube.com/watch?v=SjqxW584xko&list=UUS6_191oPuBFmaHVIptpYhg
21,Puebla,21,4482,http://www.youtube.com/watch?v=9L7jeWgohMY&list=UUS6_191oPuBFmaHVIptpYhg
22,Querétaro,22,4483,http://www.youtube.com/watch?v=nyMCXomKAXM&list=UUS6_191oPuBFmaHVIptpYhg
23,Quintana Roo,23,4484,http://www.youtube.com/watch?v=AMLlFT4YmYI&list=UUS6_191oPuBFmaHVIptpYhg
24,San Luis Potosí,24,4485,http://www.youtube.com/watch?v=9dUL0NHNhhQ&list=UUS6_191oPuBFmaHVIptpYhg
25,Sinaloa,25,4486,http://www.youtube.com/watch?v=9dUL0NHNhhQ&list=UUS6_191oPuBFmaHVIptpYhg
26,Sonora,26,4487,http://www.youtube.com/watch?v=XykrTg_Mwes&list=UUS6_191oPuBFmaHVIptpYhg
27,Tabasco,27,4488,http://www.youtube.com/watch?v=EtfOa4rkuzc&list=UUS6_191oPuBFmaHVIptpYhg
28,Tamaulipas,28,4489,http://www.youtube.com/watch?v=k1OhVCp4N6Y&list=UUS6_191oPuBFmaHVIptpYhg
29,Tlaxcala,29,4490,http://www.youtube.com/watch?v=VclkPofoQxI&list=UUS6_191oPuBFmaHVIptpYhg
30,Veracruz,30,4491,http://www.youtube.com/watch?v=pFcvrQGLrRg&list=UUS6_191oPuBFmaHVIptpYhg
31,Yucatán,31,4492,http://www.youtube.com/watch?v=-R-fGoUWELI&list=UUS6_191oPuBFmaHVIptpYhg
32,Zacatecas,32,4493,http://www.youtube.com/watch?v=7Gy5WbvK0uE&list=UUS6_191oPuBFmaHVIptpYhg
33,Real de Asientos,1,2346,http://www.youtube.com/watch?v=VQfzUsoSHz0&list=UUS6_191oPuBFmaHVIptpYhg
34,Calvillo,1,98,http://www.youtube.com/watch?v=VQfzUsoSHz0&list=UUS6_191oPuBFmaHVIptpYhg
35,Tecate,2,2350,http://www.youtube.com/watch?v=YAxBjZbKVSc&list=UUS6_191oPuBFmaHVIptpYhg
36,Todos Santos,3,1314,http://www.youtube.com/watch?v=7j3yy7JG_T0&list=UUS6_191oPuBFmaHVIptpYhg
37,Loreto,3,4494,http://www.youtube.com/watch?v=7j3yy7JG_T0&list=UUS6_191oPuBFmaHVIptpYhg
38,Palizada,4,308,http://www.youtube.com/watch?v=aPk_iRa8Qgk&list=UUS6_191oPuBFmaHVIptpYhg
39,San Cristóbal de las Casas,5,4495,http://www.youtube.com/watch?v=i7IXUYNgPj8&list=UUS6_191oPuBFmaHVIptpYhg
40,Comitán,5,4496,http://www.youtube.com/watch?v=i7IXUYNgPj8&list=UUS6_191oPuBFmaHVIptpYhg
41,Chiapa de Corzo,5,328,http://www.youtube.com/watch?v=i7IXUYNgPj8&list=UUS6_191oPuBFmaHVIptpYhg
42,Creel,8,583,http://www.youtube.com/watch?v=vHP1z5ESL7Y&list=UUS6_191oPuBFmaHVIptpYhg
43,Batopilas,8,2340,http://www.youtube.com/watch?v=vHP1z5ESL7Y&list=UUS6_191oPuBFmaHVIptpYhg
44,Parras de la Fuente,5,608,http://www.youtube.com/watch?v=i7IXUYNgPj8&list=UUS6_191oPuBFmaHVIptpYhg
45,Cuatro Ciénegas,5,4498,http://www.youtube.com/watch?v=i7IXUYNgPj8&list=UUS6_191oPuBFmaHVIptpYhg
46,Arteaga,5,606,http://www.youtube.com/watch?v=i7IXUYNgPj8&list=UUS6_191oPuBFmaHVIptpYhg
47,Viesca,5,609,http://www.youtube.com/watch?v=i7IXUYNgPj8&list=UUS6_191oPuBFmaHVIptpYhg
48,Comala,6,4499,http://www.youtube.com/watch?v=-niRznyZk8E&list=UUS6_191oPuBFmaHVIptpYhg
49,Mapimí,10,662,http://www.youtube.com/watch?v=SmzHbil-Ucc&list=UUS6_191oPuBFmaHVIptpYhg
50,Dolores Hidalgo,11,744,http://www.youtube.com/watch?v=off841DwF-w&list=UUS6_191oPuBFmaHVIptpYhg
51,Mineral de Pozos,11,746,http://www.youtube.com/watch?v=off841DwF-w&list=UUS6_191oPuBFmaHVIptpYhg
52,Jalpa,11,745,http://www.youtube.com/watch?v=off841DwF-w&list=UUS6_191oPuBFmaHVIptpYhg
53,Salvatierra,11,747,http://www.youtube.com/watch?v=off841DwF-w&list=UUS6_191oPuBFmaHVIptpYhg
54,Yuriria,11,748,http://www.youtube.com/watch?v=off841DwF-w&list=UUS6_191oPuBFmaHVIptpYhg
55,Taxco,12,791,http://www.youtube.com/watch?v=gh_iX2Fp-i0&list=UUS6_191oPuBFmaHVIptpYhg
56,Mineral del Chico,13,838,http://www.youtube.com/watch?v=-YbcJBrNFhM&list=UUS6_191oPuBFmaHVIptpYhg
57,Real del Monte,13,839,http://www.youtube.com/watch?v=-YbcJBrNFhM&list=UUS6_191oPuBFmaHVIptpYhg
58,Huasca de Ocampo,13,2408,http://www.youtube.com/watch?v=-YbcJBrNFhM&list=UUS6_191oPuBFmaHVIptpYhg
59,Huichapan,13,837,http://www.youtube.com/watch?v=-YbcJBrNFhM&list=UUS6_191oPuBFmaHVIptpYhg
60,Mazamitla,14,924,http://www.youtube.com/watch?v=0D5vlW3fsqs&list=UUS6_191oPuBFmaHVIptpYhg
61,Tapalpa,14,926,http://www.youtube.com/watch?v=0D5vlW3fsqs&list=UUS6_191oPuBFmaHVIptpYhg
62,Tequila,14,927,http://www.youtube.com/watch?v=0D5vlW3fsqs&list=UUS6_191oPuBFmaHVIptpYhg
63,San Sebastián del Oeste,14,919,http://www.youtube.com/watch?v=0D5vlW3fsqs&list=UUS6_191oPuBFmaHVIptpYhg
64,Lagos de Moreno,14,923,http://www.youtube.com/watch?v=0D5vlW3fsqs&list=UUS6_191oPuBFmaHVIptpYhg
65,Malinalco,15,2420,http://www.youtube.com/watch?v=5HiHmFCNTbw&list=UUS6_191oPuBFmaHVIptpYhg
66,Tepotzotlán,15,699,http://www.youtube.com/watch?v=5HiHmFCNTbw&list=UUS6_191oPuBFmaHVIptpYhg
67,Valle de Bravo,15,700,http://www.youtube.com/watch?v=5HiHmFCNTbw&list=UUS6_191oPuBFmaHVIptpYhg
68,El Oro,15,696,http://www.youtube.com/watch?v=5HiHmFCNTbw&list=UUS6_191oPuBFmaHVIptpYhg
69,Metepec,15,698,http://www.youtube.com/watch?v=5HiHmFCNTbw&list=UUS6_191oPuBFmaHVIptpYhg
70,Cuitzeo,16,985,http://www.youtube.com/watch?v=cuIcPbCK9FU&list=UUS6_191oPuBFmaHVIptpYhg
71,Pátzcuaro,16,2430,http://www.youtube.com/watch?v=cuIcPbCK9FU&list=UUS6_191oPuBFmaHVIptpYhg
72,Sta. Clara del Cobre,16,988,http://www.youtube.com/watch?v=cuIcPbCK9FU&list=UUS6_191oPuBFmaHVIptpYhg
73,Tlalpujahua,16,990,http://www.youtube.com/watch?v=cuIcPbCK9FU&list=UUS6_191oPuBFmaHVIptpYhg
74,Mineral de Angangueo,16,4500,http://www.youtube.com/watch?v=cuIcPbCK9FU&list=UUS6_191oPuBFmaHVIptpYhg
75,Tacámbaro,16,989,http://www.youtube.com/watch?v=cuIcPbCK9FU&list=UUS6_191oPuBFmaHVIptpYhg
76,Jiquilpan,16,986,http://www.youtube.com/watch?v=cuIcPbCK9FU&list=UUS6_191oPuBFmaHVIptpYhg
77,Tzintzuntzan,16,991,http://www.youtube.com/watch?v=cuIcPbCK9FU&list=UUS6_191oPuBFmaHVIptpYhg
78,Tepoztlán,17,1079,http://www.youtube.com/watch?v=8z3aqBWMXq8&list=UUS6_191oPuBFmaHVIptpYhg
79,Tlayacapan,17,1081,http://www.youtube.com/watch?v=8z3aqBWMXq8&list=UUS6_191oPuBFmaHVIptpYhg
80,Jala,18,1123,http://www.youtube.com/watch?v=36PPWB7hyF0&list=UUS6_191oPuBFmaHVIptpYhg
81,Santiago,19,1203,http://www.youtube.com/watch?v=sTXsYzP46VI&list=UUS6_191oPuBFmaHVIptpYhg
82,Capulálpam de Méndez,20,303,http://www.youtube.com/watch?v=SjqxW584xko&list=UUS6_191oPuBFmaHVIptpYhg
83,Cuetzalan del Progreso,21,1331,http://www.youtube.com/watch?v=9L7jeWgohMY&list=UUS6_191oPuBFmaHVIptpYhg
84,Zacatlán,21,1418,http://www.youtube.com/watch?v=9L7jeWgohMY&list=UUS6_191oPuBFmaHVIptpYhg
85,Pahuatlán,21,1415,http://www.youtube.com/watch?v=9L7jeWgohMY&list=UUS6_191oPuBFmaHVIptpYhg
86,Xicotepec,21,1417,http://www.youtube.com/watch?v=9L7jeWgohMY&list=UUS6_191oPuBFmaHVIptpYhg
87,Tlatlauquitepec,21,1416,http://www.youtube.com/watch?v=9L7jeWgohMY&list=UUS6_191oPuBFmaHVIptpYhg
88,Chignahuapan,21,1412,http://www.youtube.com/watch?v=9L7jeWgohMY&list=UUS6_191oPuBFmaHVIptpYhg
89,Cholula,21,1413,http://www.youtube.com/watch?v=9L7jeWgohMY&list=UUS6_191oPuBFmaHVIptpYhg
90,Bernal,22,4501,http://www.youtube.com/watch?v=nyMCXomKAXM&list=UUS6_191oPuBFmaHVIptpYhg
91,Jalpan de Serra,22,1538,http://www.youtube.com/watch?v=nyMCXomKAXM&list=UUS6_191oPuBFmaHVIptpYhg
92,Cadereyta de Montes,22,1537,http://www.youtube.com/watch?v=nyMCXomKAXM&list=UUS6_191oPuBFmaHVIptpYhg
93,Tequisquiapan,22,1540,http://www.youtube.com/watch?v=nyMCXomKAXM&list=UUS6_191oPuBFmaHVIptpYhg
94,Bacalar,23,1612,http://www.youtube.com/watch?v=AMLlFT4YmYI&list=UUS6_191oPuBFmaHVIptpYhg
95,Real de Catorce,24,1698,http://www.youtube.com/watch?v=9dUL0NHNhhQ&list=UUS6_191oPuBFmaHVIptpYhg
96,Xilitla,24,1699,http://www.youtube.com/watch?v=9dUL0NHNhhQ&list=UUS6_191oPuBFmaHVIptpYhg
97,Cosalá,25,1740,http://www.youtube.com/watch?v=9dUL0NHNhhQ&list=UUS6_191oPuBFmaHVIptpYhg
98,El Fuerte,25,1735,http://www.youtube.com/watch?v=9dUL0NHNhhQ&list=UUS6_191oPuBFmaHVIptpYhg
99,El Rosario,25,3925,http://www.youtube.com/watch?v=9dUL0NHNhhQ&list=UUS6_191oPuBFmaHVIptpYhg
100,Álamos,26,1818,http://www.youtube.com/watch?v=XykrTg_Mwes&list=UUS6_191oPuBFmaHVIptpYhg
101,Magdalena de Kino,26,1819,http://www.youtube.com/watch?v=XykrTg_Mwes&list=UUS6_191oPuBFmaHVIptpYhg
102,Tapijulapa,27,1884,http://www.youtube.com/watch?v=EtfOa4rkuzc&list=UUS6_191oPuBFmaHVIptpYhg
103,Mier,28,1925,http://www.youtube.com/watch?v=k1OhVCp4N6Y&list=UUS6_191oPuBFmaHVIptpYhg
104,Tula,28,1928,http://www.youtube.com/watch?v=k1OhVCp4N6Y&list=UUS6_191oPuBFmaHVIptpYhg
105,Huamantla,29,1957,http://www.youtube.com/watch?v=VclkPofoQxI&list=UUS6_191oPuBFmaHVIptpYhg
106,Coatepec,30,2055,http://www.youtube.com/watch?v=pFcvrQGLrRg&list=UUS6_191oPuBFmaHVIptpYhg
107,Xico,30,2057,http://www.youtube.com/watch?v=pFcvrQGLrRg&list=UUS6_191oPuBFmaHVIptpYhg
108,Papantla,30,2056,http://www.youtube.com/watch?v=pFcvrQGLrRg&list=UUS6_191oPuBFmaHVIptpYhg
109,Izamal,31,2137,http://www.youtube.com/watch?v=-R-fGoUWELI&list=UUS6_191oPuBFmaHVIptpYhg
110,Valladolid,31,2138,http://www.youtube.com/watch?v=-R-fGoUWELI&list=UUS6_191oPuBFmaHVIptpYhg
111,Jeréz de García Salinas,32,2337,http://www.youtube.com/watch?v=7Gy5WbvK0uE&list=UUS6_191oPuBFmaHVIptpYhg
112,Teúl de González Ortega,32,2338,http://www.youtube.com/watch?v=7Gy5WbvK0uE&list=UUS6_191oPuBFmaHVIptpYhg
113,Sombrerete,32,2339,http://www.youtube.com/watch?v=7Gy5WbvK0uE&list=UUS6_191oPuBFmaHVIptpYhg
114,Pino,32,2341,http://www.youtube.com/watch?v=7Gy5WbvK0uE&list=UUS6_191oPuBFmaHVIptpYhg
115,Nochistlán,32,2342,http://www.youtube.com/watch?v=7Gy5WbvK0uE&list=UUS6_191oPuBFmaHVIptpYhg
116,Riviera Maya,23,1567,http://www.youtube.com/watch?v=AMLlFT4YmYI&list=UUS6_191oPuBFmaHVIptpYhg
117,Cancún,23,4503,http://www.youtube.com/watch?v=AMLlFT4YmYI&list=UUS6_191oPuBFmaHVIptpYhg
118,Acapulco,12,4504,http://www.youtube.com/watch?v=gh_iX2Fp-i0&list=UUS6_191oPuBFmaHVIptpYhg
119,Los Cabos,3,2357,http://www.youtube.com/watch?v=7j3yy7JG_T0&list=UUS6_191oPuBFmaHVIptpYhg
120,Puerto Vallarta,14,2417,http://www.youtube.com/watch?v=0D5vlW3fsqs&list=UUS6_191oPuBFmaHVIptpYhg
121,Mazatlán,25,4505,http://www.youtube.com/watch?v=9dUL0NHNhhQ&list=UUS6_191oPuBFmaHVIptpYhg
122,Veracruz,30,4491,http://www.youtube.com/watch?v=pFcvrQGLrRg&list=UUS6_191oPuBFmaHVIptpYhg
123,Nuevo Vallarta,18,2440,http://www.youtube.com/watch?v=36PPWB7hyF0&list=UUS6_191oPuBFmaHVIptpYhg
124,Ixtapa,12,773,http://www.youtube.com/watch?v=gh_iX2Fp-i0&list=UUS6_191oPuBFmaHVIptpYhg
125,Cozumel,23,1563,http://www.youtube.com/watch?v=AMLlFT4YmYI&list=UUS6_191oPuBFmaHVIptpYhg
126,Manzanillo,6,2383,http://www.youtube.com/watch?v=-niRznyZk8E&list=UUS6_191oPuBFmaHVIptpYhg
127,Rosarito,2,136,http://www.youtube.com/watch?v=YAxBjZbKVSc&list=UUS6_191oPuBFmaHVIptpYhg
128,Puerto Escondido,20,1240,http://www.youtube.com/watch?v=SjqxW584xko&list=UUS6_191oPuBFmaHVIptpYhg
129,La Paz,22,230,http://www.youtube.com/watch?v=nyMCXomKAXM&list=UUS6_191oPuBFmaHVIptpYhg
130,Isla Mujeres,23,3777,http://www.youtube.com/watch?v=AMLlFT4YmYI&list=UUS6_191oPuBFmaHVIptpYhg
131,San Felipe,23,153,http://www.youtube.com/watch?v=AMLlFT4YmYI&list=UUS6_191oPuBFmaHVIptpYhg
132,Tonalá,14,858,http://www.youtube.com/watch?v=0D5vlW3fsqs&list=UUS6_191oPuBFmaHVIptpYhg
133,Puerto Arista,7,379,http://www.youtube.com/watch?v=sKCUo-sFl2o&list=UUS6_191oPuBFmaHVIptpYhg
134,Guadalajara,14,894,http://www.youtube.com/watch?v=0D5vlW3fsqs&list=UUS6_191oPuBFmaHVIptpYhg
135,Monterrey,19,1161,http://www.youtube.com/watch?v=sTXsYzP46VI&list=UUS6_191oPuBFmaHVIptpYhg
136,Tijuana,2,4506,http://www.youtube.com/watch?v=YAxBjZbKVSc&list=UUS6_191oPuBFmaHVIptpYhg
137,Ciudad Juárez,8,513,http://www.youtube.com/watch?v=vHP1z5ESL7Y&list=UUS6_191oPuBFmaHVIptpYhg
138,Mexicali,2,4507,http://www.youtube.com/watch?v=YAxBjZbKVSc&list=UUS6_191oPuBFmaHVIptpYhg
139,Piedras Negras,5,4508,http://www.youtube.com/watch?v=i7IXUYNgPj8&list=UUS6_191oPuBFmaHVIptpYhg
140,Puebla,21,4482,http://www.youtube.com/watch?v=9L7jeWgohMY&list=UUS6_191oPuBFmaHVIptpYhg
141,Mérida,31,2127,http://www.youtube.com/watch?v=-R-fGoUWELI&list=UUS6_191oPuBFmaHVIptpYhg
142,Oaxaca,20,2450,http://www.youtube.com/watch?v=SjqxW584xko&list=UUS6_191oPuBFmaHVIptpYhg
143,León de los Aldama,22,4509,http://www.youtube.com/watch?v=nyMCXomKAXM&list=UUS6_191oPuBFmaHVIptpYhg
144,Querétaro,22,1527,http://www.youtube.com/watch?v=nyMCXomKAXM&list=UUS6_191oPuBFmaHVIptpYhg
145,San Luis Potosí,24,1696,http://www.youtube.com/watch?v=9dUL0NHNhhQ&list=UUS6_191oPuBFmaHVIptpYhg
146,Chihuahua,8,4467,http://www.youtube.com/watch?v=vHP1z5ESL7Y&list=UUS6_191oPuBFmaHVIptpYhg
147,Morelia,16,2426,http://www.youtube.com/watch?v=cuIcPbCK9FU&list=UUS6_191oPuBFmaHVIptpYhg
148,Aguascalientes,1,4462,http://www.youtube.com/watch?v=VQfzUsoSHz0&list=UUS6_191oPuBFmaHVIptpYhg
149,Tuxtla Gutierrez,7,4510,http://www.youtube.com/watch?v=sKCUo-sFl2o&list=UUS6_191oPuBFmaHVIptpYhg
150,Toluca,15,4511,http://www.youtube.com/watch?v=5HiHmFCNTbw&list=UUS6_191oPuBFmaHVIptpYhg
151,Villahermosa,27,1852,http://www.youtube.com/watch?v=EtfOa4rkuzc&list=UUS6_191oPuBFmaHVIptpYhg
152,San Juan de los Lagos,14,4512,http://www.youtube.com/watch?v=0D5vlW3fsqs&list=UUS6_191oPuBFmaHVIptpYhg
153,Zacatecas,32,2493,http://www.youtube.com/watch?v=7Gy5WbvK0uE&list=UUS6_191oPuBFmaHVIptpYhg
154,Hermosillo,26,4513,http://www.youtube.com/watch?v=XykrTg_Mwes&list=UUS6_191oPuBFmaHVIptpYhg
155,Guanajuato,11,2395,http://www.youtube.com/watch?v=off841DwF-w&list=UUS6_191oPuBFmaHVIptpYhg
156,Xalapa,30,4514,http://www.youtube.com/watch?v=pFcvrQGLrRg&list=UUS6_191oPuBFmaHVIptpYhg
157,Palenque,7,466,http://www.youtube.com/watch?v=sKCUo-sFl2o&list=UUS6_191oPuBFmaHVIptpYhg
158,Culiacán,25,4515,http://www.youtube.com/watch?v=9dUL0NHNhhQ&list=UUS6_191oPuBFmaHVIptpYhg
159,Celaya,11,4516,http://www.youtube.com/watch?v=off841DwF-w&list=UUS6_191oPuBFmaHVIptpYhg
160,San Miguel de Allende,11,726,http://www.youtube.com/watch?v=off841DwF-w&list=UUS6_191oPuBFmaHVIptpYhg
161,Durango,10,2392,http://www.youtube.com/watch?v=SmzHbil-Ucc&list=UUS6_191oPuBFmaHVIptpYhg
162,Pachuca,13,4517,http://www.youtube.com/watch?v=-YbcJBrNFhM&list=UUS6_191oPuBFmaHVIptpYhg
163,Irapuato,11,4518,http://www.youtube.com/watch?v=off841DwF-w&list=UUS6_191oPuBFmaHVIptpYhg
164,Coatzacoalcos,30,4519,http://www.youtube.com/watch?v=pFcvrQGLrRg&list=UUS6_191oPuBFmaHVIptpYhg
165,Campeche,4,287,http://www.youtube.com/watch?v=aPk_iRa8Qgk&list=UUS6_191oPuBFmaHVIptpYhg
166,Los Mochis,25,1714,http://www.youtube.com/watch?v=9dUL0NHNhhQ&list=UUS6_191oPuBFmaHVIptpYhg
167,Colima,6,4469,http://www.youtube.com/watch?v=-niRznyZk8E&list=UUS6_191oPuBFmaHVIptpYhg
168,San Juan del Río,22,4520,http://www.youtube.com/watch?v=nyMCXomKAXM&list=UUS6_191oPuBFmaHVIptpYhg
169,Tequisquiapan,22,1540,http://www.youtube.com/watch?v=nyMCXomKAXM&list=UUS6_191oPuBFmaHVIptpYhg
170,Salamanca,11,4521,http://www.youtube.com/watch?v=off841DwF-w&list=UUS6_191oPuBFmaHVIptpYhg
171,Tlaxcala,29,1973,http://www.youtube.com/watch?v=VclkPofoQxI&list=UUS6_191oPuBFmaHVIptpYhg
172,Chetumal,23,4522,http://www.youtube.com/watch?v=AMLlFT4YmYI&list=UUS6_191oPuBFmaHVIptpYhg
173,Huatulco,20,4523,http://www.youtube.com/watch?v=SjqxW584xko&list=UUS6_191oPuBFmaHVIptpYhg
174,Cabo San Lucas,3,4524,http://www.youtube.com/watch?v=7j3yy7JG_T0&list=UUS6_191oPuBFmaHVIptpYhg
175,San Jose del Cabo,3,4525,http://www.youtube.com/watch?v=7j3yy7JG_T0&list=UUS6_191oPuBFmaHVIptpYhg
176,Tampico,28,2506,http://www.youtube.com/watch?v=k1OhVCp4N6Y&list=UUS6_191oPuBFmaHVIptpYhg
177,Barrancas del Cobre,8,585,http://www.youtube.com/watch?v=vHP1z5ESL7Y&list=UUS6_191oPuBFmaHVIptpYhg
178,Cuernavaca,17,4526,http://www.youtube.com/watch?v=8z3aqBWMXq8&list=UUS6_191oPuBFmaHVIptpYhg
179,Costa Alegre,14,4527,http://www.youtube.com/watch?v=0D5vlW3fsqs&list=UUS6_191oPuBFmaHVIptpYhg
180,Punta Mita,18,4528,http://www.youtube.com/watch?v=36PPWB7hyF0&list=UUS6_191oPuBFmaHVIptpYhg
181,San Marcos,1,4529,http://www.youtube.com/watch?v=VQfzUsoSHz0&list=UUS6_191oPuBFmaHVIptpYhg
182,El Caracol,1,4530,http://www.youtube.com/watch?v=VQfzUsoSHz0&list=UUS6_191oPuBFmaHVIptpYhg
183,Sierra Fria,1,61,http://www.youtube.com/watch?v=VQfzUsoSHz0&list=UUS6_191oPuBFmaHVIptpYhg
184,Ensenada,2,130,http://www.youtube.com/watch?v=YAxBjZbKVSc&list=UUS6_191oPuBFmaHVIptpYhg
185,Mulege,3,4531,http://www.youtube.com/watch?v=7j3yy7JG_T0&list=UUS6_191oPuBFmaHVIptpYhg
186,Guerrero Negro,3,4532,http://www.youtube.com/watch?v=7j3yy7JG_T0&list=UUS6_191oPuBFmaHVIptpYhg
187,San Ignacio,3,596,http://www.youtube.com/watch?v=7j3yy7JG_T0&list=UUS6_191oPuBFmaHVIptpYhg
188,Santa Rosalia,3,4533,http://www.youtube.com/watch?v=7j3yy7JG_T0&list=UUS6_191oPuBFmaHVIptpYhg
189,Comondu,3,4534,http://www.youtube.com/watch?v=7j3yy7JG_T0&list=UUS6_191oPuBFmaHVIptpYhg
190,Ciudad del Carmen,4,292,http://www.youtube.com/watch?v=aPk_iRa8Qgk&list=UUS6_191oPuBFmaHVIptpYhg
191,Baluartes,4,4535,http://www.youtube.com/watch?v=aPk_iRa8Qgk&list=UUS6_191oPuBFmaHVIptpYhg
